Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2024-09-24,Widget D,West,188,49,Male,3.5
2027-09-28,Widget D,South,454,61,Female,3.0
2025-08-18,Widget C,North,727,56,Male,1.4
2024-05-30,Widget D,North,451,69,Male,1.8
2025-04-28,Widget B,South,788,26,Female,2.9
2025-03-05,Widget D,West,113,58,Male,4.6
2023-07-09,Widget D,West,356,25,Female,3.3
2023-02-08,Widget D,West,308,31,Female,3.7
2024-06-10,Widget D,North,380,50,Female,2.4
2023-08-25,Widget A,North,542,40,Male,3.3
2027-01-05,Widget A,West,939,38,Male,2.8
2022-12-07,Widget A,East,936,29,Female,3.6
2027-05-23,Widget C,West,488,19,Female,1.2
2023-12-05,Widget C,South,716,30,Male,3.0
2022-11-14,Widget B,North,582,21,Female,2.2
2025-10-18,Widget A,South,246,37,Male,2.3
2028-08-26,Widget C,South,378,67,Male,4.8
2028-03-30,Widget D,North,620,68,Male,1.7
2026-12-06,Widget D,East,729,65,Female,2.2
2025-09-29,Widget A,West,705,31,Female,3.0
2026-04-22,Widget B,South,533,47,Male,4.5
2024-03-27,Widget B,North,243,46,Female,2.7
2023-07-07,Widget D,South,388,25,Female,4.0
2024-05-05,Widget B,West,485,29,Male,4.4
2026-12-18,Widget A,East,113,58,Male,2.2
2022-07-02,Widget D,East,356,55,Female,2.6
2026-04-24,Widget C,East,445,43,Male,2.4
2023-02-01,Widget C,North,797,67,Female,4.3
2026-09-24,Widget B,North,444,19,Male,1.2
2026-02-26,Widget D,East,499,57,Male,2.2
2024-06-25,Widget D,West,306,31,Female,3.7
2025-09-18,Widget C,West,957,23,Female,3.3
2027-12-15,Widget D,North,271,59,Female,2.7
2022-01-01,Widget D,East,563,57,Female,3.2
2022-01-19,Widget D,West,369,48,Female,1.8
2023-08-07,Widget B,West,320,34,Male,2.7
2023-04-01,Widget D,West,251,42,Male,3.0
2027-07-30,Widget A,North,722,49,Female,4.6
2025-02-06,Widget B,East,282,29,Male,2.0
2028-10-28,Widget D,South,498,66,Female,4.5
2027-05-07,Widget D,East,950,30,Male,3.6
2027-11-21,Widget A,East,171,36,Male,1.1
2024-09-14,Widget B,North,517,61,Female,3.9
2023-06-04,Widget C,West,997,65,Female,1.1
2024-05-08,Widget C,West,382,42,Female,5.0
2022-06-23,Widget B,North,173,48,Male,4.5
2025-09-28,Widget D,North,454,54,Female,2.2
2028-10-14,Widget D,North,826,42,Female,2.0
2023-12-28,Widget C,North,596,33,Female,2.5
2026-09-07,Widget C,North,427,55,Female,2.4
2027-02-19,Widget C,South,634,60,Female,2.5
2026-08-09,Widget A,East,679,66,Female,2.3
2025-09-09,Widget C,East,546,40,Male,3.5
2024-09-16,Widget A,East,472,31,Male,1.7
2023-02-24,Widget B,West,461,23,Male,4.4
2023-08-17,Widget D,South,192,42,Male,4.2
2026-11-10,Widget C,East,420,40,Female,2.9
2028-09-25,Widget D,West,423,60,Female,4.4
2024-07-24,Widget D,South,483,29,Male,2.0
2025-01-12,Widget C,South,674,30,Male,1.1
2025-02-10,Widget C,West,835,53,Male,3.5
2022-11-28,Widget B,South,836,56,Female,2.8
2027-09-20,Widget A,West,980,51,Female,3.3
2026-11-29,Widget A,East,445,23,Female,4.6
2024-08-16,Widget D,West,948,55,Male,4.9
2022-04-15,Widget C,South,202,67,Male,3.5
2022-07-21,Widget B,East,314,69,Male,4.1
2028-11-02,Widget B,East,291,57,Male,1.3
2027-01-17,Widget B,North,771,25,Male,1.6
2027-02-10,Widget B,North,983,25,Female,3.9
2027-06-20,Widget B,South,818,57,Female,2.7
2025-07-13,Widget A,West,880,50,Female,2.8
2024-06-28,Widget A,West,293,51,Female,2.2
2022-07-29,Widget A,South,479,61,Female,3.4
2023-07-17,Widget C,East,502,32,Male,1.7
2026-04-13,Widget D,South,763,53,Female,3.5
2024-02-10,Widget B,South,848,52,Male,1.7
2023-09-21,Widget C,East,699,63,Female,1.3
2026-06-17,Widget B,West,110,39,Male,2.3
2026-08-29,Widget A,South,286,40,Male,1.9
2023-01-22,Widget C,West,825,57,Male,4.6
2027-04-20,Widget A,South,114,62,Male,1.2
2028-06-01,Widget B,East,877,68,Male,1.7
2028-04-24,Widget B,East,396,39,Male,3.2
2025-01-09,Widget D,North,510,22,Female,2.9
2022-09-25,Widget B,East,684,48,Male,1.2
2028-10-02,Widget A,North,151,30,Male,1.0
2028-04-01,Widget B,South,739,45,Female,5.0
2027-01-31,Widget D,West,127,37,Male,3.6
2027-06-22,Widget D,East,676,50,Female,2.5
2025-10-12,Widget A,East,116,33,Female,2.9
2025-05-21,Widget C,East,450,46,Male,2.1
2023-07-28,Widget B,South,527,40,Male,2.4
2022-02-18,Widget D,North,749,41,Female,3.6
2025-02-24,Widget B,South,930,51,Male,4.5
2022-08-11,Widget B,West,328,24,Female,1.7
2025-12-02,Widget C,South,865,55,Male,4.4
2026-03-09,Widget D,West,309,54,Female,1.5
2026-12-25,Widget B,East,530,21,Male,1.9
2028-05-13,Widget D,West,393,51,Male,1.1
2026-01-01,Widget A,West,842,59,Female,1.6
2025-02-04,Widget A,North,852,39,Female,4.7
2026-08-09,Widget B,West,681,22,Female,2.8
2028-10-03,Widget D,West,203,67,Female,1.3
2023-01-10,Widget B,South,303,59,Male,4.8
2027-10-22,Widget D,East,152,40,Female,4.5
2027-07-15,Widget D,South,474,32,Female,4.0
2024-11-19,Widget C,South,941,48,Male,4.7
2027-03-05,Widget C,East,153,26,Male,1.9
2026-12-29,Widget C,East,375,60,Female,4.3
2026-01-14,Widget B,West,434,42,Male,3.8
2028-02-21,Widget C,West,130,42,Female,4.5
2025-03-25,Widget C,North,234,66,Male,4.2
2024-11-30,Widget A,South,157,38,Female,2.4
2027-09-02,Widget D,East,204,26,Male,4.1
2022-12-26,Widget D,West,365,65,Female,2.0
2027-08-04,Widget C,East,621,55,Female,2.3
2025-02-15,Widget D,West,595,39,Male,1.4
2026-06-24,Widget A,North,352,60,Male,4.7
2025-11-04,Widget A,North,394,40,Female,2.2
2027-04-28,Widget C,East,767,66,Female,3.1
2023-11-10,Widget A,North,257,21,Male,2.6
2028-10-23,Widget D,East,648,46,Male,4.8
2022-01-07,Widget B,West,730,32,Male,2.3
2028-10-04,Widget D,South,166,18,Male,4.1
2026-05-11,Widget B,North,853,47,Male,4.4
2024-04-12,Widget C,West,398,46,Male,2.7
2026-12-16,Widget B,South,562,37,Male,2.5
2024-07-02,Widget A,South,824,50,Male,4.0
2027-07-05,Widget D,South,919,58,Male,4.7
2025-12-13,Widget B,West,200,61,Female,4.0
2025-12-21,Widget D,West,155,53,Male,1.9
2026-02-11,Widget C,East,431,39,Male,4.6
2022-05-06,Widget C,South,935,30,Female,2.6
2028-09-08,Widget A,South,850,24,Female,3.3
2024-03-27,Widget C,South,492,25,Female,4.3
2027-01-04,Widget B,East,842,45,Female,1.8
2023-07-30,Widget C,South,973,62,Female,4.1
2028-06-30,Widget A,West,480,60,Female,3.4
2025-11-16,Widget D,South,191,26,Male,4.6
2024-07-18,Widget D,North,890,42,Female,1.7
2026-01-03,Widget C,West,546,33,Female,2.7
2024-04-12,Widget B,East,208,27,Female,4.3
2024-11-20,Widget A,South,416,28,Male,1.1
2026-07-07,Widget B,North,267,48,Female,1.4
2027-03-16,Widget A,East,911,29,Male,5.0
2025-12-28,Widget C,East,534,48,Female,2.1
2025-10-31,Widget A,West,541,31,Female,4.9
2023-03-19,Widget A,East,317,68,Male,1.7
2027-10-24,Widget C,East,321,61,Male,2.4
2023-07-11,Widget B,East,772,49,Female,4.0
2025-03-24,Widget C,East,627,67,Male,3.6
2027-07-31,Widget A,South,377,34,Male,3.3
2022-12-29,Widget C,South,668,52,Female,3.1
2028-10-31,Widget A,South,673,18,Female,4.4
2025-06-11,Widget C,South,974,46,Female,1.9
2027-01-16,Widget D,North,565,68,Male,2.8
2028-04-28,Widget D,South,938,21,Female,1.6
2027-01-25,Widget C,East,853,40,Female,3.4
2027-12-13,Widget B,South,701,45,Male,2.0
2024-06-29,Widget A,South,683,33,Male,2.3
2022-09-02,Widget D,West,937,29,Female,2.9
2023-06-26,Widget B,East,129,38,Male,1.1
2027-12-10,Widget A,South,458,62,Female,1.4
2027-12-13,Widget D,South,387,34,Male,3.7
2026-04-22,Widget D,South,185,57,Female,2.7
2028-01-27,Widget C,North,333,30,Male,4.5
2022-05-04,Widget A,South,846,69,Male,3.8
2026-09-28,Widget B,West,412,49,Male,1.0
2024-02-25,Widget B,East,464,54,Male,3.5
2027-08-06,Widget B,East,876,67,Female,1.4
2028-02-27,Widget A,South,898,32,Male,4.1
2028-08-13,Widget B,South,938,29,Female,5.0
2024-03-07,Widget B,South,368,66,Male,3.1
2022-03-18,Widget B,East,797,32,Male,3.7
2022-02-28,Widget C,East,230,51,Female,1.9
2028-10-14,Widget C,North,902,23,Male,2.8
2026-03-04,Widget A,West,888,34,Male,4.4
2027-04-21,Widget A,North,931,65,Female,1.7
2027-11-27,Widget B,West,450,66,Male,2.1
2025-07-25,Widget C,North,279,37,Female,2.8
2022-03-09,Widget D,East,901,26,Male,3.8
2028-06-10,Widget D,North,579,22,Male,2.5
2027-04-17,Widget B,West,988,40,Male,4.7
2022-12-31,Widget B,South,262,50,Female,1.4
2024-03-31,Widget C,West,882,55,Male,2.5
2025-11-03,Widget C,South,987,31,Male,3.8
2028-07-18,Widget C,East,195,34,Male,1.9
2024-08-04,Widget A,West,873,36,Male,3.6
2026-04-27,Widget A,North,609,50,Male,1.7
2025-10-09,Widget B,West,464,18,Male,1.2
2025-12-10,Widget A,South,452,30,Male,1.5
2024-02-01,Widget C,East,899,63,Male,4.7
2022-12-07,Widget C,North,535,44,Male,3.2
2023-01-18,Widget A,West,182,23,Female,4.2
2024-09-30,Widget D,South,324,23,Male,2.3
2026-04-06,Widget B,North,511,50,Female,3.4
2022-10-27,Widget D,East,834,47,Female,3.0
2022-05-19,Widget B,North,217,63,Female,4.8
2022-12-25,Widget D,East,581,52,Male,4.0
2024-04-15,Widget A,North,291,40,Female,3.9
2026-03-03,Widget B,West,690,27,Female,1.2
2026-06-16,Widget B,South,689,68,Female,3.2
2027-06-06,Widget B,West,758,36,Male,2.9
2025-07-27,Widget C,West,206,68,Female,4.7
2024-06-27,Widget C,East,481,45,Male,2.0
2025-02-08,Widget D,East,882,40,Female,2.1
2027-12-27,Widget A,East,489,21,Female,2.6
2024-09-22,Widget C,West,343,37,Male,2.0
2028-10-18,Widget B,North,684,36,Male,1.5
2028-05-09,Widget C,North,968,59,Female,4.4
2027-11-22,Widget A,West,567,44,Female,3.2
